f;t;count;st_astext
15532;16748;1;LINESTRING(675579.888999801 6576772.22099342,665493.284999918 6601357.34499574)
15767;11634;1;LINESTRING(670358.566999888 6575496.20999487,673769.339999826 6581310.5579939)
15045;16010;1;LINESTRING(676094.689999781 6581931.62799319,668780.642999907 6577266.80699523)
14572;13660;1;LINESTRING(675830.427999785 6582947.26299326,680030.86999969 6582670.19899184)
16333;16748;1;LINESTRING(664098.038999922 6612813.91399594,665493.284999918 6601357.34499574)
15127;15646;1;LINESTRING(675344.232999803 6577636.94299348,678341.175999749 6573501.17299258)
14935;14490;1;LINESTRING(674978.086999806 6580283.36699356,676912.609999771 6578447.37299298)
119;14655;1;LINESTRING(674690.213999812 6580090.91099365,676928.01599977 6578488.27199297)
11492;12019;1;LINESTRING(673988.148999823 6580931.26999384,670247.816999877 6585480.2639948)
11965;16748;1;LINESTRING(672825.444999834 6586947.1989941,665493.284999918 6601357.34499574)
11248;16541;1;LINESTRING(668118.497999901 6589103.65899528,665359.874999921 6600974.46099578)
9467;17375;1;LINESTRING(669544.497999905 6571238.06699512,666280.032999947 6566890.30299587)
10943;15012;1;LINESTRING(669197.444999894 6583489.80799508,674724.607999809 6581131.15899363)
11492;15244;1;LINESTRING(673988.148999823 6580931.26999384,675793.572999797 6576444.36099336)
16385;16745;1;LINESTRING(665649.896999926 6593061.67699579,665454.95699992 6600819.04199576)
14928;11642;1;LINESTRING(674850.998999809 6579796.9059936,672667.102999845 6581561.66399421)
11365;15735;1;LINESTRING(669258.327999891 6584860.31599505,679199.810999728 6574242.95099227)
14667;111;1;LINESTRING(676965.475999759 6584475.77199288,681689.295999639 6585914.79099115)
11491;15245;1;LINESTRING(673536.444999831 6580747.82899397,675833.114999796 6576326.85899335)
15739;15210;1;LINESTRING(676699.846999777 6577669.13899306,671060.205999876 6577319.02699468)
14874;13490;1;LINESTRING(675124.590999806 6578361.45199354,684746.502999559 6581010.58198996)
13194;11512;1;LINESTRING(678197.093999741 6579311.51199254,674152.656999818 6582311.03899378)
12030;15717;1;LINESTRING(671174.513999864 6584801.52699457,675734.804999799 6576271.17699338)
14939;14664;1;LINESTRING(675154.250999801 6581072.3729935,677160.017999754 6584614.10699281)
16779;16967;1;LINESTRING(666619.478999918 6590113.4399956,665040.77799991 6614025.65699573)
12332;6627;1;LINESTRING(671492.382999859 6584721.90999449,663260.812999959 6584141.76499633)
11521;14433;1;LINESTRING(674548.197999814 6580094.18999369,676859.676999771 6578847.38799299)
16923;12130;1;LINESTRING(666294.882999922 6590342.46499567,671540.790999857 6585376.14299447)
15127;15294;1;LINESTRING(675344.232999803 6577636.94299348,670200.190999895 6572245.83399495)
13842;15027;1;LINESTRING(680898.526999675 6579395.71799157,674799.55599981 6579741.29199362)
16924;12225;1;LINESTRING(666531.666999919 6590171.36499562,670964.419999865 6585963.80599461)
16385;11257;1;LINESTRING(665649.896999926 6593061.67699579,667878.062999907 6586581.26699535)
16528;11642;1;LINESTRING(664579.717999928 6601629.97399594,672667.102999845 6581561.66399421)
16786;7440;1;LINESTRING(665176.919999907 6615420.06999569,663769.138999932 6606799.96999606)
13286;14589;1;LINESTRING(678362.256999739 6578476.3939925,676354.891999781 6579187.21899315)
11491;15939;1;LINESTRING(673536.444999831 6580747.82899397,672707.057999854 6574948.73299427)
16197;12423;1;LINESTRING(666241.350999923 6589884.28699569,671603.353999857 6585114.68999446)
15433;9873;1;LINESTRING(676729.263999785 6572936.74999312,678917.705999747 6568264.97299246)
15739;12125;1;LINESTRING(676699.846999777 6577669.13899306,671317.754999867 6580833.03599458)
10908;15932;1;LINESTRING(668836.442999901 6581138.04899518,673525.691999837 6576991.31099402)
16023;12060;1;LINESTRING(672897.277999848 6577054.6909942,671263.036999866 6582383.84099457)
16027;13150;1;LINESTRING(672407.004999855 6577238.72399433,677832.465999751 6578614.70599268)
16787;11631;1;LINESTRING(664882.317999925 6601538.39899587,672073.751999851 6584033.56899434)
15674;11581;1;LINESTRING(677154.764999771 6575388.51099295,673609.811999832 6579374.93999397)
12227;11190;1;LINESTRING(671133.800999863 6586053.84399457,667409.153999912 6587391.50599545)
14874;14608;1;LINESTRING(675124.590999806 6578361.45199354,676571.372999773 6581270.50799305)
14939;12375;1;LINESTRING(675154.250999801 6581072.3729935,669496.755999893 6580859.87599503)
11248;12161;1;LINESTRING(668118.497999901 6589103.65899528,670461.736999875 6584644.93399475)
15370;16086;1;LINESTRING(676368.906999784 6577369.17999317,671265.393999873 6577118.91999463)
12290;10927;1;LINESTRING(670571.43099988 6579427.13299478,668358.063999904 6583945.56099527)
11491;14433;1;LINESTRING(673536.444999831 6580747.82899397,676859.676999771 6578847.38799299)
11948;11952;1;LINESTRING(672069.99099985 6584405.96199434,674641.659999799 6588060.03199356)
13184;14608;1;LINESTRING(677483.301999759 6578447.0039928,676571.372999773 6581270.50799305)
16385;11240;1;LINESTRING(665649.896999926 6593061.67699579,668470.435999897 6588719.8009952)
7424;16737;1;LINESTRING(663900.843999933 6604474.97499605,665290.423999924 6597938.97499582)
16385;16447;1;LINESTRING(665649.896999926 6593061.67699579,664378.251999943 6589411.38999607)
15931;15603;1;LINESTRING(673501.961999838 6576990.02399403,676724.027999786 6572150.81199313)
11242;16729;1;LINESTRING(668258.858999899 6589001.48699524,665015.04599993 6595954.47699589)
14654;11609;1;LINESTRING(677192.953999759 6581752.90499284,672471.126999848 6581221.84599426)
11754;12144;1;LINESTRING(674355.769999793 6595353.38099355,669922.194999879 6587481.92099486)
14928;15028;1;LINESTRING(674850.998999809 6579796.9059936,676943.513999769 6578880.39599296)
14636;12043;1;LINESTRING(676143.353999785 6579303.06299321,670983.796999867 6584550.27599462)
15036;15775;1;LINESTRING(674788.46599981 6579821.14499362,670791.023999881 6576526.27399476)
12331;15042;1;LINESTRING(671052.999999864 6586017.87099459,674784.616999809 6580881.92599361)
15178;14873;1;LINESTRING(682195.496999655 6572784.94099118,674855.31099981 6579317.03599361)
12055;11430;1;LINESTRING(669875.083999879 6587512.34599487,672944.690999838 6583129.26999411)
16730;16946;1;LINESTRING(664957.496999931 6595588.34199591,666338.757999921 6590118.10799566)
15149;11660;1;LINESTRING(675385.795999803 6577575.72099347,672159.753999852 6582278.39999434)
11032;11615;1;LINESTRING(668527.633999904 6582389.87799524,673140.494999838 6580749.03199409)
16923;12131;1;LINESTRING(666294.882999922 6590342.46499567,671564.523999857 6585278.24499446)
16736;16946;1;LINESTRING(665286.381999924 6598024.91099582,666338.757999921 6590118.10799566)
11433;11154;1;LINESTRING(673808.657999823 6583182.22899387,667515.575999906 6591134.12999539)
23714;13791;1;LINESTRING(687217.008999488 6576046.24298893,680963.151999674 6578982.06499155)
16027;15326;1;LINESTRING(672407.004999855 6577238.72399433,677436.027999761 6578055.76299282)
15767;12113;1;LINESTRING(670358.566999888 6575496.20999487,671082.108999871 6580697.02599464)
15258;11578;1;LINESTRING(675746.424999798 6576157.83599338,674243.231999818 6581416.28199376)
11972;11408;1;LINESTRING(672441.401999838 6588420.30199419,668543.757999898 6586687.6389952)
14572;11295;1;LINESTRING(675830.427999785 6582947.26299326,667012.606999915 6588755.94399553)
11649;15501;1;LINESTRING(672009.544999856 6580925.30399439,676320.66499979 6574416.56799323)
16401;11217;1;LINESTRING(665797.973999925 6592311.10199576,669195.143999888 6588095.99299503)
16042;15979;1;LINESTRING(670130.466999888 6577820.05999491,673024.311999848 6575212.53099418)
11470;9849;1;LINESTRING(674623.823999814 6579711.16799367,678921.038999746 6568567.96599246)
15354;11566;1;LINESTRING(675452.646999802 6577712.52899345,672741.490999843 6581992.99499418)
15128;15873;1;LINESTRING(675346.611999804 6577427.79099349,670101.334999891 6575932.02199493)
23563;13841;1;LINESTRING(685751.784999524 6581552.6789895,680905.433999676 6579083.34999157)
14929;11469;1;LINESTRING(674715.936999812 6579721.28199364,673734.362999828 6580741.28599392)
11436;11249;1;LINESTRING(672778.78799984 6583309.23099416,666957.276999914 6589867.57699553)
13254;11575;1;LINESTRING(677499.487999758 6578768.24799278,674144.079999822 6579531.38699381)
11622;16150;1;LINESTRING(673966.948999822 6581525.91699384,672732.054999851 6576579.76899425)
13325;11870;1;LINESTRING(678317.781999705 6595869.86399224,672915.697999827 6590737.57699403)
5227;5409;1;LINESTRING(646966.417000039 6585247.11599848,650226.465000034 6579867.63999819)
14439;11569;1;LINESTRING(676357.202999781 6579110.10899315,674500.941999815 6580363.5739937)
11565;11303;1;LINESTRING(673956.54899982 6583003.54999383,669273.913999892 6584316.59599505)
14646;11575;1;LINESTRING(677041.15499976 6582602.98699288,674144.079999822 6579531.38699381)
15999;15004;1;LINESTRING(673789.121999833 6577055.49099395,675626.908999791 6581507.02899335)
15806;16942;1;LINESTRING(668725.84699991 6575454.44899527,665563.671999902 6615220.30399561)
7955;7440;1;LINESTRING(661612.179999962 6596569.59099654,663769.138999932 6606799.96999606)
16707;16808;1;LINESTRING(665532.953999921 6599148.70799576,665752.882999926 6591865.63199577)
14574;12070;1;LINESTRING(675057.337999788 6590060.7469934,669602.597999887 6584709.51299497)
5771;5868;1;LINESTRING(646897.755000029 6612357.03999841,651366.847000011 6616476.55299792)
11547;16609;1;LINESTRING(673503.329999829 6582780.09599396,665305.848999905 6615435.63399566)
11651;12108;1;LINESTRING(672194.158999852 6581738.90599433,669885.747999881 6586085.71299488)
8098;6319;1;LINESTRING(657840.57199999 6596757.80399715,648543.334000029 6602441.93199828)
16042;11568;1;LINESTRING(670130.466999888 6577820.05999491,674518.302999813 6581241.64199368)
12065;15244;1;LINESTRING(669812.058999889 6580789.20699496,675793.572999797 6576444.36099336)
12025;16111;1;LINESTRING(671452.43499986 6584424.1209945,671805.934999864 6577882.33999448)
11488;15875;1;LINESTRING(672467.784999845 6583581.91799424,669598.041999897 6576623.81299505)
16401;12127;1;LINESTRING(665797.973999925 6592311.10199576,669544.461999883 6588063.24499495)
16021;15349;1;LINESTRING(672529.287999853 6577251.16499429,677483.213999759 6578031.0689928)
11470;15891;1;LINESTRING(674623.823999814 6579711.16799367,669840.157999894 6576321.79499499)
15023;12242;1;LINESTRING(675752.893999789 6581279.59199331,671036.110999867 6583657.05799462)
15481;11634;1;LINESTRING(676594.645999783 6575281.74599313,673769.339999826 6581310.5579939)
15375;12198;1;LINESTRING(674801.130999815 6577061.74399365,671745.810999861 6580494.17999447)
15084;15074;1;LINESTRING(674901.847999809 6579713.69499359,677236.148999764 6578545.49499287)
11470;12291;1;LINESTRING(674623.823999814 6579711.16799367,671138.416999869 6581525.65199462)
13816;14589;1;LINESTRING(680740.68099968 6579219.83299163,676354.891999781 6579187.21899315)
12116;12130;1;LINESTRING(671726.208999861 6580915.28599447,671540.790999857 6585376.14299447)
15404;1919;1;LINESTRING(676539.972999783 6575812.99999314,673102.314999839 6580640.5869941)
11584;14954;1;LINESTRING(672147.627999857 6578749.33399438,675941.519999783 6582855.62399323)
16991;11599;1;LINESTRING(665080.994999908 6615642.86599571,673852.558999824 6582137.43199387)
15580;14606;1;LINESTRING(675777.510999797 6576500.23399337,676482.211999777 6580108.6139931)
7629;11228;1;LINESTRING(663531.618999931 6610263.47999607,668512.050999896 6588810.62799519)
11498;7606;1;LINESTRING(674186.919999822 6579378.9309938,663600.182999929 6610751.22699606)
15020;13669;1;LINESTRING(675843.206999787 6581417.66399328,680488.447999679 6582492.76999167)
15213;15363;1;LINESTRING(671996.130999861 6577623.98199443,676889.520999773 6577703.930993)
15304;11469;1;LINESTRING(677087.918999768 6577905.80099293,673734.362999828 6580741.28599392)
10377;15243;1;LINESTRING(681432.377999692 6565325.35199161,676093.169999793 6575420.65299328)
15580;12156;1;LINESTRING(675777.510999797 6576500.23399337,671214.487999869 6580906.2609946)
11470;13182;1;LINESTRING(674623.823999814 6579711.16799367,677498.412999758 6578551.16999279)
16011;15376;1;LINESTRING(668364.918999912 6577311.76499533,674970.664999811 6577056.7979936)
14638;12026;1;LINESTRING(675755.723999793 6579270.94899334,671389.338999861 6584476.41199452)
15446;80;1;LINESTRING(676696.030999785 6573111.31999313,675173.201999805 6578908.95199352)
4491;15858;1;LINESTRING(661971.253999982 6570105.61099666,667794.04299992 6575988.07699547)
13250;15814;1;LINESTRING(678048.066999746 6578613.8179926,670331.770999889 6575293.91899488)
11470;15728;1;LINESTRING(674623.823999814 6579711.16799367,681384.782999677 6573040.08799149)
11563;15935;1;LINESTRING(674501.674999815 6580158.6159937,673484.85299984 6575904.99299405)
16707;7606;1;LINESTRING(665532.953999921 6599148.70799576,663600.182999929 6610751.22699606)
15084;13181;1;LINESTRING(674901.847999809 6579713.69499359,677320.189999762 6578510.01799285)
14929;14655;1;LINESTRING(674715.936999812 6579721.28199364,676928.01599977 6578488.27199297)
14937;14432;1;LINESTRING(674853.974999809 6580025.9049936,676414.05299978 6579063.19299313)
15765;11568;1;LINESTRING(671115.130999876 6576378.72299467,674518.302999813 6581241.64199368)
14929;12043;1;LINESTRING(674715.936999812 6579721.28199364,670983.796999867 6584550.27599462)
14937;15492;1;LINESTRING(674853.974999809 6580025.9049936,676297.415999789 6575253.15299322)
9804;15141;1;LINESTRING(678189.938999759 6570217.85999268,675395.361999802 6577688.53099347)
13202;161;1;LINESTRING(677351.249999754 6582402.34699278,643264.890000039 6605714.21999874)
7350;16817;1;LINESTRING(663792.312999931 6607554.66799604,665485.407999937 6584576.64499589)
14590;14912;1;LINESTRING(676357.811999781 6579111.26699315,677080.503999766 6578962.04299292)
9334;11598;1;LINESTRING(671152.235999882 6571846.92399471,673731.125999825 6582339.9269939)
16965;11556;1;LINESTRING(665478.857999903 6615535.21899562,672035.793999854 6582297.39499437)
11116;6979;1;LINESTRING(674112.870999818 6582541.51999379,660426.575999977 6590378.86299678)
13185;14589;1;LINESTRING(677875.574999749 6579007.66599265,676354.891999781 6579187.21899315)
23267;21594;1;LINESTRING(685561.580999535 6579755.64298962,693556.506999213 6577230.33798547)
11015;11249;1;LINESTRING(667324.121999917 6583914.0379955,666957.276999914 6589867.57699553)
11470;15565;1;LINESTRING(674623.823999814 6579711.16799367,676696.969999781 6575294.9819931)
11726;14674;1;LINESTRING(674241.6909998 6592372.48199362,674898.300999806 6580803.31599358)
13250;11011;1;LINESTRING(678048.066999746 6578613.8179926,667971.38099991 6583182.00499536)
16957;7404;1;LINESTRING(664632.465999915 6613491.28899582,663837.300999929 6608224.47299603)
11920;12020;1;LINESTRING(672853.679999832 6587587.43599409,670371.300999875 6585094.76299477)
16744;7562;1;LINESTRING(665470.785999919 6601120.61299575,663518.417999932 6609580.43899608)
15394;11650;1;LINESTRING(676835.225999775 6577068.37399303,672542.56099985 6579471.99899426)
16996;11217;1;LINESTRING(665496.272999903 6615449.44599562,669195.143999888 6588095.99299503)
15084;13182;1;LINESTRING(674901.847999809 6579713.69499359,677498.412999758 6578551.16999279)
14999;14655;1;LINESTRING(674849.124999809 6579621.41099361,676928.01599977 6578488.27199297)
13428;13455;1;LINESTRING(683717.929999595 6579650.41499044,684808.060999562 6579085.61798998)
17003;15328;1;LINESTRING(666588.205999944 6567067.99899581,675247.502999804 6578181.03999351)
7350;7668;1;LINESTRING(663792.312999931 6607554.66799604,663844.816999925 6612588.87699599)
15084;13608;1;LINESTRING(674901.847999809 6579713.69499359,680081.649999698 6578689.66399188)
14583;12368;1;LINESTRING(677017.738999757 6584725.23199285,671871.057999859 6580492.69699444)
16697;7605;1;LINESTRING(665368.232999923 6598571.8089958,663611.761999929 6610950.33299605)
12128;15922;1;LINESTRING(671774.760999855 6584445.39599442,668125.695999917 6576012.0879954)
13816;15512;1;LINESTRING(680740.68099968 6579219.83299163,684994.741999562 6576756.22798994)
12180;15496;1;LINESTRING(671739.716999855 6584635.62999442,675032.134999813 6575633.7719936)
15391;11602;1;LINESTRING(676659.448999779 6577052.24899308,672605.935999846 6581194.48399423)
11495;11017;1;LINESTRING(674352.025999816 6581101.65099373,668946.500999897 6583880.70199513)
11646;16967;1;LINESTRING(673282.366999834 6581500.62799404,665040.77799991 6614025.65699573)
11611;11000;1;LINESTRING(674097.415999821 6580742.62499381,668482.843999908 6579132.88599529)
13196;9466;1;LINESTRING(679165.249999715 6580980.95099218,669681.067999905 6570052.9179951)
11216;16737;1;LINESTRING(669066.03999989 6588223.56299506,665290.423999924 6597938.97499582)
